url,nom,image_url,nom_scientifique,statut,chapeau,pores,lamelles,pied,chair,odeur,saveur,habitat,saison,confusion,categories
https://www.guidedeschampignons.com/produit/amanite-phalloide-amanita-phalloides-champignon-mortel/,AMANITE PHALLOÏDE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/AdobeStock_102906223_Amanite-phalloide_Amanita-phalloides.jpg,,Mortel,"3 à 15 cm, de couleur très variable, vert olive, jaune verdâtre, brun-vert, parfois blanc, marqué de fines rayures radiales grisâtres.",,,"6 à 20 cm, élancé, blanc ou chiné de verdâtre. Anneau blanc en jupe. Large volve blanche en sac.",Blanche,,Douce,"Forêts de feuillus et conifères, surtout les chênes, les châtaigniers et les charmes",Juillet > Novembre,,"Amanite, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons mortels, Charmes, Châtaigniers, Chênes, Conifères, Feuillus, Lames libres, Lames libres blanches ou crème, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/amanite-printaniere-amanita-verna-champignon-mortel/,AMANITE PRINTANIÈRE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/AdobeStock_103093910_Amanite-printanière_Amanita-verna.jpg,,Mortel,"3 à 15 cm, de couleur très variable, vert olive, jaune verdâtre, brun-vert, parfois blanc, marqué de fines rayures radiales grisâtres.",,,"6 à 20 cm, élancé, blanc ou chiné de verdâtre. Anneau blanc en jupe. Large volve blanche en sac.",Blanche,,Douce,Forêts de feuillus,Mai > Septembre,,"Amanite, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE MAI, CHAMPIGNONS DE SEPTEMBRE, Champignons mortels, Feuillus, Lames libres, Lames libres blanches ou crème, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/amanite-rougissante-amanita-rubescens-bon-comestible/,AMANITE ROUGISSANTE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Amanite-rougissante.jpg,,Bon comestible,"4 à 14 cm, crème rosâtre à brun terne ou ocre brun, taché de brun rougeâtre aux blessures, couvert de plaques grisâtres",,,"5 à 15 cm, blanchâtre puis taché de brun rouge surtout à la base. Anneau ample blanc. Bulbe en oignon, sans volve","Tendre, blanche, se tachant de rosâtre.",,Douce,Forêts de feuillus et de conifères,Juin > Novembre,"Amanite Panthère, Amanite épaisse","Amanite, Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Lames libres, Lames libres blanches ou crème, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/lamanite-tue-mouches-amanita-muscaria-champignon-toxique/,AMANITE TUE-MOUCHES,https://www.guidedeschampignons.com/wp-content/uploads/2020/02/amanite.jpg,,Toxique,"4 à 20 cm, rouge vif à orangé, parsemé de flocons blancs qui peuvent disparaître après une pluie.",,,"3 à 20 cm, blanc. Anneau bien formé parfois crénelé. Bulbe avec bourrelets ou écailles au sommet.",Blanche,Faible,Douce,Forêts de feuillus et de conifères,Septembre > Novembre,Amanite des Césars,"Amanite, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons toxiques, Conifères, Feuillus, Lames libres, Lames libres blanches ou crème, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/lamanite-vaginee-amanite-vaginata-comestible-bien-cuit/,AMANITE VAGINÉE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/shutterstock_660485905_Amanite-vaginée_Amanita-vaginata.jpg,,Comestible bien cuit,"3 à 10 cm, gris, gris-brun à blanc grisâtre, souvent mamelonné, bord nettement strié",,,"8 à 12 cm, élancé, creux, blanc ou chiné de gris. Volve bien formée blanche ou grise","Blanche, tendre",faible,Douce,Forêts de feuillus et de conifères,Juin > Septembre,,"Amanite, Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Lames libres, Lames libres blanches ou crème, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/amanite-vireuse/,AMANITE VIREUSE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Amanita-virosa_Amanite-vireuse_page.jpg,,Mortel,"De forme irrégulière, 3 à 12 cm, lisse, blanc à ivoire, ochracé au centre avec l’âge.",,,"Élancé (5 à 15 cm), blanc, pelucheux. Anneau blanc fragile. Volve en sac bien formée, souvent avec des teintes rosées.",Blanche,,Douce,Forêts de feuillus et de conifères,Juin > Octobre,,"Amanite, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons mortels, Conifères, Feuillus, Lames libres, Lames libres blanches ou crème, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/armillaire-couleur-de-miel-armillaria-mellea-champignon-a-rejeter/,ARMILLAIRE COULEUR DE MIEL,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Armillaria-mellea_Armillaire-couleur-de-miel_moingeon.jpg,,"CHAPEAU : 3 à 15 cm, jaune à ocre, voire miel, plus foncé au centre, parsemé de fines mèches brunes",,,,"5 à 20 cm, beige jaunâtre à ocre brun, avec un anneau ample blanc ou jaune.",Blanche,,Douce,"Sur le bois de feuillus morts ou vivants, en touffes",Septembre> Novembre,,"Armillaire, Bois morts ou vivants, Champignons à rejeter, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Feuillus, Lames décurrentes, Lames décurrentes blanches ou crème, Lames ou plis, Les champignons, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-a-beau-pied-caloboletus-calopus-champignon-a-rejeter/,BOLET À BEAU PIED,https://www.guidedeschampignons.com/wp-content/uploads/2021/07/Bolet-a-beau-pied.jpg,Caloboletus calopus,À rejeter,"5 à 20 cm, sec, très pâle, blanchâtre à crème grisâtre puis café au lait","Jaune vif puis jaune olive, bleuissants au toucher.",,"4 à 15 cm, épais, rouge vif vers la base, jaune au sommet, avec un réseau plus clair en relief","Blanche dans le chapeau, jaune dans le pied, rougeâtre vers la base, un peu bleuissante",,Amère,Forêts de feuillus et de conifères,Septembre > Novembre,Bolet Satan,"Bolet, Champignons à rejeter, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Les champignons, Pores, Pores adnés jaunes puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-a-chair-jaune-xerocomellus-chrysenteron-champignon-mediocre/,BOLET À CHAIR JAUNE,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Xerocomus-chrysenteron_Bolet-à-chair-jaune_page.jpg,,Comestible médiocre,"3 à 12 cm, mat, lisse puis finement craquelé, de couleur variable, beige à brun terne, brun rougeâtre à brun olivâtre","Polygonaux, jaunes à vert olive, bleuissant au toucher",,"3 à 7 cm, assez mince, rougeâtre à vineux, jaune au sommet","Jaunâtre, rougeâtre sous la peau du chapeau, faiblement bleuissante",,Douce,Forêts de feuillus et de conifères,Juin > Novembre,,"Bolet, Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Les champignons, Pores, Pores adnés jaunes puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-a-pied-creux/,BOLET À PIED CREUX,https://www.guidedeschampignons.com/wp-content/uploads/2021/08/suillus-cavipes_bolet-à-pied-creux.jpg,,Comestible médiocre,"2 à 15 cm, feutré à pelucheux, brun canelle à brun-roux, mamelonné.","Décurrents, jaunes puis olivâtres, assez larges et anguleux.",,"3 à 9 cm, creux, fragile, même couleur que le chapeau, avec un anneau blanc.",Crème,,Douce,"Uniquement sous mélèzes, en montagne",Juillet > Novembre,,"Bolet, Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Les champignons, Mélèzes, Pores, Pores décurrents, Pores décurrents jaunes puis olivâtres, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-a-pied-rouge-neoboletus-erythropus-champignon-bon-comestible/,BOLET À PIED ROUGE,https://www.guidedeschampignons.com/wp-content/uploads/2020/12/Bollet-a-pied-rouge.jpg,,Bon comestible,"5 à 20 cm, sec, feutré, sombre et uniforme, brun chocolat à brun rougeâtre","Fins, orangés à rouge vif, très fortement bleuissants.",,"5 à 15 cm, épais, jaune à orangé, moucheté de petits points rouge vif très denses","Jaune vif, très vivement bleuissante",,Douce,Forêts de feuillus et de conifères,Juin > Novembre,,"Bolet, Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Les champignons, Pores, Pores adnés jaune orangé à rouge vif, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-amer-tylopilus-felleus-champignon-a-rejeter/,BOLET AMER,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Tylopilus-felleus_Bolet-amer_page.jpg,,Comestible médiocre,"5 à 15 cm, mat, sec, café au lait, chamois ou ocre beige pâle, souvent craquelé par temps sec.","Larges, blancs puis roses",,"7 à 15 cm, souvent en massue, crème à beige, avec un réseau en relief sombre bien net",Blanchâtre,,Très amère,Forêts de conifères,Juillet > Novembre,,"Bolet, Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Les champignons, Pores, Pores adnés blancs puis rose pâle, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-appendicule/,BOLET APPENDICULÉ,https://www.guidedeschampignons.com/wp-content/uploads/2021/08/Bolet-appendiculé_Boletus-appendiculatus.jpg,,Bon comestible,"3 5 à 18 cm, sec, parfois velouté, brun clair à brun rougeâtre.","Fins, jaunes, faiblement bleuissants au toucher.",,"5 à 15 cm, ventru, pointu à la base, jaune clair et brun rougeâtre en bas, avec un fin réseau jaune.","Épaisse, jaunâtre, faiblement bleuissante",,Douce,"Forêts de feuillus, surtout sous chênes et hêtres",Juillet > Octobre,,"Bolet, Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Chênes, Feuillus, Hêtres, Les champignons, Pores, Pores adnés jaunes puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-bai-imleria-badius-tres-bon-comestible/,BOLET BAI,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Xerocomus-badius_Bolet-bai_lagardere.jpg,,Très bon comestible,"5 à 15 cm, velouté par temps sec, visqueux par temps humide, brun-châtain uniforme à brun foncé, parfois très sombre","Fins, blanchâtres puis jaune olivâtre, très nettement bleuissants.",,"5 à 12 cm, lisse, cylindrique, brun ochracé à roussâtre","Ferme, blanchâtre à jaunâtre, bleuissante",,Douce,"Forêts de conifères, surtout sous les pins",Juin > Novembre,,"Bolet, Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Feuillus, Les champignons, Pins, Pores, Pores adnés blancs puis crème puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-blafard-suillellus-luridus-champignon-toxique/,BOLET BLAFARD,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Boletus-luridus_Bolet-blaffard_page.jpg,,Toxique,"5 à 20 cm, sec, velouté, de couleur variable, ochracé à brun rosâtre, teinté de verdâtre, typiquement terne et blafard","Fins, jaunes puis vite rouge orangé, bleuissants au toucher.",,"5 à 15 cm, robuste, jaune à jaune orangé, avec un net réseau rouge","Jaunâtre, avec une ligne rouge juste au-dessus des tubes à la coupe, bleuissante",,Douce,Forêt de feuillus,Juillet > Septembre,,"Bolet, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons toxiques, Feuillus, Les champignons, Pores, Pores adnés jaune orangé à rouge vif, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-chatain/,BOLET CHÂTAIN,https://www.guidedeschampignons.com/wp-content/uploads/2021/04/Gyroporus_castaneus_Bolet-chatain.jpg,,Toxique,"3 à 12 cm, sec, mat, brun-châtain sombre à cannelle ou brun ocre pâle, velouté jeune",Blancs puis crème,,"4 à 8 cm, creux, cassant, irrégulier, même couleur que le chapeau",Blanche,,Douce,Forêts de feuillus et conifères,Août > Novembre,,"Bolet, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Champignons toxiques, Conifères, Feuillus, Les champignons, Pores, Pores adnés blancs puis crème puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-craquele-leccinellum-crocipodium-comestible-mediocre/,BOLET CRAQUELÉ,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/shutterstock_571279006_Bolet-craquelé_Leccinum-crocipodium.jpg,"bolet à pied jaune, bolet à pied safrané, bolet noircissant",Comestible médiocre,"4 à 15 cm, velouté, mat, jaune, brun-jaune ou fauve-orangé, craquelé à maturité","Fins, beige-jaunâtre à jaune vif, brunissant au toucher",,"5 à 12 cm, épais, plus fin à la base, jaune, couvert de fines mèches jaunes puis brunâtres ou noirâtres","Blanchâtre, devenant rose-rougeâtre à la coupe, puis violacée et enfin noirâtre",,Douce,"Forêts de feuillus, surtout sous chênes et hêtres",Juin > Octobre,Bolet des chênes verts,"Bolet, Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Chênes, Feuillus, Hêtres, Les champignons, Pores, Pores adnés jaunes puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-de-quelet/,BOLET DE QUÉLET,https://www.guidedeschampignons.com/wp-content/uploads/2021/08/Bolet-de-Quélet_Boletus-queletii.jpg,,Bon comestible,"5 à 15 cm, velouté, sec, couleur variable, brun-orangé, cuivré, ou brun-rouge.","Jaunes puis orangés et enfin rouges, bleuissants.",,"5 à 15 cm, jaune au sommet, rouge betterave à la base, bleuissant, finement ponctué de rouge.","Jaune, rouge betterave dans la base du pied.",,Douce,"Forêts de feuillus, surtout sous chênes",Juin > Novembre,,"Bolet, Champignons bons comestibles, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Chênes, Feuillus, Les champignons, Pores, Pores adnés jaune orangé à rouge vif, Pores adnés ou échancrés, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-des-bouviers-suillus-bovinus-champignon-a-rejeter/,BOLET DES BOUVIERS,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Suillus-bovinus_Bolet-des-bouviers_mombert.jpg,,À rejeter,"4 à 10 cm, visqueux, mou, brun-jaune, ocre à beige, parfois teinté de rose","Adnés à décurrents, larges, anguleux, jaunes à olivâtres",,"3 à 10 cm, mince, lisse, de même couleur que le chapeau ou plus clair","Crème à jaunâtre, molle, élastique, un peu bleuissante",,Douce,Uniquement sous les pins,Juillet > Novembre,,"Bolet, Champignons à rejeter, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE NOVEMBRE, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Conifères, Les champignons, Pins, Pores, Pores adnés jaunes puis jaune-olive, Pores adnés ou échancrés, Pores décurrents, Pores décurrents jaunes puis olivâtres, Un chapeau et un pied"
https://www.guidedeschampignons.com/produit/bolet-des-chenes-verts-leccinellum-lepidum-champignon-comestible/,BOLET DES CHÊNES VERTS,https://www.guidedeschampignons.com/wp-content/uploads/2020/11/Leccinum-lepidum_Bolet-des-chênes-verts_moingeon.jpg,,Comestible,"3 à 15 cm, feutré, bosselé, souvent craquelé, brun foncé à brun-fauve ou brun ochracé","Fins, jaune citron à jaune olivâtre, roussissant au toucher",,"8 à 11 cm, jaunâtre, roussissant au toucher, couvert de fines mèches jaunes","Crème à jaunâtre, devenant gris-violet, puis noirâtre à la coupe",,Douce,Uniquement sous les chênes verts et les chênes-lièges,Juin > Octobre,,"Bolet, Champignons comestibles médiocres, CHAMPIGNONS DE AOÛT, CHAMPIGNONS DE JUILLET, CHAMPIGNONS DE JUIN, CHAMPIGNONS DE OCTOBRE, CHAMPIGNONS DE SEPTEMBRE, Chênes, Feuillus, Les champignons, Pores, Pores adnés jaunes puis jaune-olive, Pores adnés ou échancrés, Un chapeau et un pied"
